question_id,question,primary_category,complexity,answerable,reference_answer,k,number_of_retrieved_chunks,retrieved_source_documents,retrieved_source_pages,top_retrieval_distance,evidence_status_heuristic,evidence_reference_overlap,generated_answer,abstained,answer_correctness_heuristic,failure_type,context_tokens_approx_or_recorded,prompt_tokens,generated_tokens,total_tokens,execution_time_seconds,embedding_model,llm_model,temperature,num_predict,manual_review_required
EQ009,"What did GAO identify as the main policy and planning actions CISA needed to take to address weaknesses in its OT cybersecurity products, services, and interagency collaboration?",Policy,High,Yes,"GAO recommended that CISA (1) measure customer service for its OT products and services, (2) perform effective OT workforce planning, (3) issue guidance to sector risk management agencies on updating plans for coordination on critical-infrastructure issues, and (4) develop a policy for agreements with sector risk management agencies regarding collaboration.",9,9,d24105658.pdf; d24106576.pdf,11; 2; 4; 41; 43; 44; 48; 49; 62,0.48128318786621094,likely_present_numeric,0.9,The available documents do not contain enough information to answer this question.,True,incorrect_abstention,generation_failure_with_evidence,4025,4025,14,4039,17.502,all-MiniLM-L6-v2,llama3.2:latest,0,256,NO
EQ009,"What did GAO identify as the main policy and planning actions CISA needed to take to address weaknesses in its OT cybersecurity products, services, and interagency collaboration?",Policy,High,Yes,"GAO recommended that CISA (1) measure customer service for its OT products and services, (2) perform effective OT workforce planning, (3) issue guidance to sector risk management agencies on updating plans for coordination on critical-infrastructure issues, and (4) develop a policy for agreements with sector risk management agencies regarding collaboration.",10,10,d24105658.pdf; d24106576.pdf,11; 2; 35; 4; 41; 43; 44; 48; 49; 62,0.48128318786621094,likely_present_numeric,0.9,"I don't have an answer to provide as the text appears to be a section of a report or document and does not contain a specific question or problem to solve. The text seems to be a summary of the Cybersecurity and Infrastructure Security Agency's (CISA) operational technology (OT) cybersecurity services, its collaboration efforts with other agencies, and its leading practices for enhancing interagency collaboration. If you could provide more context or clarify what you are looking for, I would be happy to try and assist you further.",False,likely_incorrect,incorrect_answer,2050,2050,104,2154,44.857,all-MiniLM-L6-v2,llama3.2:latest,0,256,NO
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",1,1,d24106576.pdf,66,1.2684874534606934,not_detected_manual_review,0.1765,The available documents do not contain enough information to answer this question.,True,correct_abstention,correct_abstention,557,557,14,571,2.227,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",2,2,d24106576.pdf,65; 66,1.2684874534606934,not_detected_manual_review,0.1765,The available documents do not contain enough information to answer this question.,True,correct_abstention,correct_abstention,1177,1177,14,1191,12.344,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",3,3,d24105658.pdf; d24106576.pdf,65; 66; 72,1.2684874534606934,not_detected_manual_review,0.1765,The available documents do not contain enough information to answer this question.,True,correct_abstention,correct_abstention,1242,1242,14,1256,3.289,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",4,4,d24105658.pdf; d24106576.pdf,61; 65; 66; 72,1.2684874534606934,not_detected_manual_review,0.1765,The available documents do not contain enough information to answer this question.,True,correct_abstention,correct_abstention,1770,1770,14,1784,12.099,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",5,5,d24105658.pdf; d24106576.pdf; d24106916.pdf,29; 61; 65; 66; 72,1.2684874534606934,not_detected_manual_review,0.2353,The available documents do not contain enough information to answer this question.,True,correct_abstention,correct_abstention,2238,2238,14,2252,11.142,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",6,6,d24105658.pdf; d24106576.pdf; d24106916.pdf,29; 4; 61; 65; 66; 72,1.2684874534606934,possible_present_manual_review,0.2941,The available documents do not contain enough information to answer this question.,True,correct_abstention,correct_abstention,2370,2370,14,2384,5.031,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",7,7,d24105658.pdf; d24106576.pdf; d24106916.pdf,29; 4; 58; 61; 65; 66; 72,1.2684874534606934,possible_present_manual_review,0.2941,The available documents do not contain enough information to answer this question.,True,correct_abstention,correct_abstention,2907,2907,14,2921,13.918,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",8,8,d24105658.pdf; d24106576.pdf; d24106916.pdf,29; 31; 4; 58; 61; 65; 66; 72,1.2684874534606934,possible_present_manual_review,0.3529,The available documents do not contain enough information to answer this question.,True,correct_abstention,correct_abstention,3561,3561,14,3575,17.174,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",9,9,d24105658.pdf; d24106576.pdf; d24106916.pdf,29; 31; 33; 4; 58; 61; 65; 66; 72,1.2684874534606934,possible_present_manual_review,0.4118,The available documents do not contain enough information to answer this question.,True,correct_abstention,correct_abstention,4076,4076,14,4090,14.836,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
EQ010,What is the company's annual remote-work allowance for employees in the uploaded knowledge base?,Unanswerable,High,No,"The uploaded knowledge base does not contain a company-specific annual remote-work allowance, so the question cannot be answered from the available documents.",10,10,d24105658.pdf; d24106576.pdf; d24106916.pdf,29; 31; 32; 33; 4; 58; 61; 65; 66; 72,1.2684874534606934,possible_present_manual_review,0.4706,"I can't provide a final answer to your question as I don't have the necessary information to do so. The text you provided appears to be a snippet from a report or document, but it does not contain a specific question or problem that requires a solution. Can I help you with something else?",False,incorrect_non_abstention,unanswerable_non_abstention,2050,2050,61,2111,40.772,all-MiniLM-L6-v2,llama3.2:latest,0,256,YES
