ID,Question,Reference_Answer,Expected_Source_Document,Expected_Source_Page,K,Expected_Sources,Retrieved_Sources,Document_Coverage,Page_Coverage,All_Documents_Found,All_Pages_Found,Retrieval_Time_Seconds
EQ045,How should an organization select cybersecurity technologies for critical-infrastructure protection?,"Determine security business requirements, perform risk assessments, establish a security policy, and use the framework to select technologies.",GAO-04-321,PDF p. 1,2,"[{""evaluation_document"": ""GAO-04-321"", ""indexed_document"": ""gao-04-321-highlights.pdf"", ""expected_pages"": [1]}]","[{""rank"": 1, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.6278942823410034}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 47, ""distance"": 0.6860442161560059}]",1.0,1.0,True,True,0.011890800029505044
EQ045,How should an organization select cybersecurity technologies for critical-infrastructure protection?,"Determine security business requirements, perform risk assessments, establish a security policy, and use the framework to select technologies.",GAO-04-321,PDF p. 1,3,"[{""evaluation_document"": ""GAO-04-321"", ""indexed_document"": ""gao-04-321-highlights.pdf"", ""expected_pages"": [1]}]","[{""rank"": 1, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.6278942823410034}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 47, ""distance"": 0.6860442161560059}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 67, ""distance"": 0.7060662508010864}]",1.0,1.0,True,True,0.011482700007036328
EQ045,How should an organization select cybersecurity technologies for critical-infrastructure protection?,"Determine security business requirements, perform risk assessments, establish a security policy, and use the framework to select technologies.",GAO-04-321,PDF p. 1,4,"[{""evaluation_document"": ""GAO-04-321"", ""indexed_document"": ""gao-04-321-highlights.pdf"", ""expected_pages"": [1]}]","[{""rank"": 1, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.6278942823410034}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 47, ""distance"": 0.6860442161560059}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 67, ""distance"": 0.7060662508010864}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.7177789211273193}]",1.0,1.0,True,True,0.010893099999520928
EQ045,How should an organization select cybersecurity technologies for critical-infrastructure protection?,"Determine security business requirements, perform risk assessments, establish a security policy, and use the framework to select technologies.",GAO-04-321,PDF p. 1,5,"[{""evaluation_document"": ""GAO-04-321"", ""indexed_document"": ""gao-04-321-highlights.pdf"", ""expected_pages"": [1]}]","[{""rank"": 1, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.6278942823410034}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 47, ""distance"": 0.6860442161560059}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 67, ""distance"": 0.7060662508010864}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.7177789211273193}, {""rank"": 5, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.7183685302734375}]",1.0,1.0,True,True,0.009007799963001162
EQ045,How should an organization select cybersecurity technologies for critical-infrastructure protection?,"Determine security business requirements, perform risk assessments, establish a security policy, and use the framework to select technologies.",GAO-04-321,PDF p. 1,6,"[{""evaluation_document"": ""GAO-04-321"", ""indexed_document"": ""gao-04-321-highlights.pdf"", ""expected_pages"": [1]}]","[{""rank"": 1, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.6278942823410034}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 47, ""distance"": 0.6860442161560059}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 67, ""distance"": 0.7060662508010864}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.7177789211273193}, {""rank"": 5, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.7183685302734375}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.7349467277526855}]",1.0,1.0,True,True,0.01120819995412603
EQ045,How should an organization select cybersecurity technologies for critical-infrastructure protection?,"Determine security business requirements, perform risk assessments, establish a security policy, and use the framework to select technologies.",GAO-04-321,PDF p. 1,7,"[{""evaluation_document"": ""GAO-04-321"", ""indexed_document"": ""gao-04-321-highlights.pdf"", ""expected_pages"": [1]}]","[{""rank"": 1, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.6278942823410034}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 47, ""distance"": 0.6860442161560059}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 67, ""distance"": 0.7060662508010864}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.7177789211273193}, {""rank"": 5, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.7183685302734375}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.7349467277526855}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.7373287677764893}]",1.0,1.0,True,True,0.011997900030110031
EQ045,How should an organization select cybersecurity technologies for critical-infrastructure protection?,"Determine security business requirements, perform risk assessments, establish a security policy, and use the framework to select technologies.",GAO-04-321,PDF p. 1,8,"[{""evaluation_document"": ""GAO-04-321"", ""indexed_document"": ""gao-04-321-highlights.pdf"", ""expected_pages"": [1]}]","[{""rank"": 1, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.6278942823410034}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 47, ""distance"": 0.6860442161560059}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 67, ""distance"": 0.7060662508010864}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.7177789211273193}, {""rank"": 5, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.7183685302734375}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.7349467277526855}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.7373287677764893}, {""rank"": 8, ""document"": ""gao-24-107231.pdf"", ""page"": 88, ""distance"": 0.7437999248504639}]",1.0,1.0,True,True,0.011822699976619333
EQ045,How should an organization select cybersecurity technologies for critical-infrastructure protection?,"Determine security business requirements, perform risk assessments, establish a security policy, and use the framework to select technologies.",GAO-04-321,PDF p. 1,9,"[{""evaluation_document"": ""GAO-04-321"", ""indexed_document"": ""gao-04-321-highlights.pdf"", ""expected_pages"": [1]}]","[{""rank"": 1, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.6278942823410034}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 47, ""distance"": 0.6860442161560059}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 67, ""distance"": 0.7060662508010864}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.7177789211273193}, {""rank"": 5, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.7183685302734375}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.7349467277526855}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.7373287677764893}, {""rank"": 8, ""document"": ""gao-24-107231.pdf"", ""page"": 88, ""distance"": 0.7437999248504639}, {""rank"": 9, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.7447916865348816}]",1.0,1.0,True,True,0.012740499980282038
EQ045,How should an organization select cybersecurity technologies for critical-infrastructure protection?,"Determine security business requirements, perform risk assessments, establish a security policy, and use the framework to select technologies.",GAO-04-321,PDF p. 1,10,"[{""evaluation_document"": ""GAO-04-321"", ""indexed_document"": ""gao-04-321-highlights.pdf"", ""expected_pages"": [1]}]","[{""rank"": 1, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.6278942823410034}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 47, ""distance"": 0.6860442161560059}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 67, ""distance"": 0.7060662508010864}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 45, ""distance"": 0.7177789211273193}, {""rank"": 5, ""document"": ""gao-04-321-highlights.pdf"", ""page"": 1, ""distance"": 0.7183685302734375}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.7349467277526855}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 9, ""distance"": 0.7373287677764893}, {""rank"": 8, ""document"": ""gao-24-107231.pdf"", ""page"": 88, ""distance"": 0.7437999248504639}, {""rank"": 9, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.7447916865348816}, {""rank"": 10, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.7491756677627563}]",1.0,1.0,True,True,0.01239499996881932
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,1,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}]",0.0,0.0,False,False,0.009457800013478845
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,2,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.42486798763275146}]",1.0,1.0,True,True,0.011591700022108853
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,3,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.42486798763275146}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.4313196837902069}]",1.0,1.0,True,True,0.013373799971304834
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,4,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.42486798763275146}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.4313196837902069}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 43, ""distance"": 0.43873196840286255}]",1.0,1.0,True,True,0.011566600005608052
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,5,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.42486798763275146}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.4313196837902069}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 43, ""distance"": 0.43873196840286255}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.47209709882736206}]",1.0,1.0,True,True,0.01056959998095408
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,6,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.42486798763275146}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.4313196837902069}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 43, ""distance"": 0.43873196840286255}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.47209709882736206}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.4862271249294281}]",1.0,1.0,True,True,0.013170199992600828
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,7,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.42486798763275146}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.4313196837902069}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 43, ""distance"": 0.43873196840286255}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.47209709882736206}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.4862271249294281}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 49, ""distance"": 0.49180078506469727}]",1.0,1.0,True,True,0.011441699985880405
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,8,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.42486798763275146}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.4313196837902069}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 43, ""distance"": 0.43873196840286255}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.47209709882736206}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.4862271249294281}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 49, ""distance"": 0.49180078506469727}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 48, ""distance"": 0.5203028321266174}]",1.0,1.0,True,True,0.011704300006385893
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,9,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.42486798763275146}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.4313196837902069}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 43, ""distance"": 0.43873196840286255}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.47209709882736206}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.4862271249294281}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 49, ""distance"": 0.49180078506469727}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 48, ""distance"": 0.5203028321266174}, {""rank"": 9, ""document"": ""d24106576.pdf"", ""page"": 58, ""distance"": 0.5502755045890808}]",1.0,1.0,True,True,0.013000900042243302
EQ046,How should CISA and partner agencies improve collaboration on OT cybersecurity risks?,"Use leading collaboration practices, including defining common outcomes, ensuring accountability, bridging cultures, and clarifying roles and responsibilities.",GAO-24-106576,PDF p. 3,10,"[{""evaluation_document"": ""GAO-24-106576"", ""indexed_document"": ""d24106576.pdf"", ""expected_pages"": [3]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.3707388937473297}, {""rank"": 2, ""document"": ""d24106576.pdf"", ""page"": 3, ""distance"": 0.42486798763275146}, {""rank"": 3, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.4313196837902069}, {""rank"": 4, ""document"": ""d24106576.pdf"", ""page"": 43, ""distance"": 0.43873196840286255}, {""rank"": 5, ""document"": ""d24106576.pdf"", ""page"": 2, ""distance"": 0.47209709882736206}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 4, ""distance"": 0.4862271249294281}, {""rank"": 7, ""document"": ""d24106576.pdf"", ""page"": 49, ""distance"": 0.49180078506469727}, {""rank"": 8, ""document"": ""d24106576.pdf"", ""page"": 48, ""distance"": 0.5203028321266174}, {""rank"": 9, ""document"": ""d24106576.pdf"", ""page"": 58, ""distance"": 0.5502755045890808}, {""rank"": 10, ""document"": ""d24106576.pdf"", ""page"": 59, ""distance"": 0.5545987486839294}]",1.0,1.0,True,True,0.012932199984788895
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,1,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}]",0.0,0.0,False,False,0.011100500007160008
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,2,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.5017412304878235}]",0.0,0.0,False,False,0.011696700006723404
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,3,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.5017412304878235}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5614218711853027}]",0.0,0.0,False,False,0.01096079999115318
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,4,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.5017412304878235}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5614218711853027}, {""rank"": 4, ""document"": ""gao-24-107733.pdf"", ""page"": 2, ""distance"": 0.577118992805481}]",1.0,1.0,True,True,0.01112989999819547
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,5,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.5017412304878235}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5614218711853027}, {""rank"": 4, ""document"": ""gao-24-107733.pdf"", ""page"": 2, ""distance"": 0.577118992805481}, {""rank"": 5, ""document"": ""gao-16-885t.pdf"", ""page"": 13, ""distance"": 0.6317800283432007}]",1.0,1.0,True,True,0.011471500038169324
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,6,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.5017412304878235}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5614218711853027}, {""rank"": 4, ""document"": ""gao-24-107733.pdf"", ""page"": 2, ""distance"": 0.577118992805481}, {""rank"": 5, ""document"": ""gao-16-885t.pdf"", ""page"": 13, ""distance"": 0.6317800283432007}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.6603940725326538}]",1.0,1.0,True,True,0.011747799988370389
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,7,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.5017412304878235}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5614218711853027}, {""rank"": 4, ""document"": ""gao-24-107733.pdf"", ""page"": 2, ""distance"": 0.577118992805481}, {""rank"": 5, ""document"": ""gao-16-885t.pdf"", ""page"": 13, ""distance"": 0.6317800283432007}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.6603940725326538}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 37, ""distance"": 0.6616434454917908}]",1.0,1.0,True,True,0.012217700015753508
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,8,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.5017412304878235}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5614218711853027}, {""rank"": 4, ""document"": ""gao-24-107733.pdf"", ""page"": 2, ""distance"": 0.577118992805481}, {""rank"": 5, ""document"": ""gao-16-885t.pdf"", ""page"": 13, ""distance"": 0.6317800283432007}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.6603940725326538}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 37, ""distance"": 0.6616434454917908}, {""rank"": 8, ""document"": ""gao-24-107231.pdf"", ""page"": 20, ""distance"": 0.6679252982139587}]",1.0,1.0,True,True,0.012194599956274033
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,9,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.5017412304878235}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5614218711853027}, {""rank"": 4, ""document"": ""gao-24-107733.pdf"", ""page"": 2, ""distance"": 0.577118992805481}, {""rank"": 5, ""document"": ""gao-16-885t.pdf"", ""page"": 13, ""distance"": 0.6317800283432007}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.6603940725326538}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 37, ""distance"": 0.6616434454917908}, {""rank"": 8, ""document"": ""gao-24-107231.pdf"", ""page"": 20, ""distance"": 0.6679252982139587}, {""rank"": 9, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.668655276298523}]",1.0,1.0,True,True,0.011289599991869181
EQ047,How should a federal agency make its cyber threat information sharing more useful?,Work with relevant agencies and critical-sector partners to make sharing effective and timely and address gaps in voluntary and actionable information.,GAO-24-107733,PDF p. 2,10,"[{""evaluation_document"": ""GAO-24-107733"", ""indexed_document"": ""gao-24-107733.pdf"", ""expected_pages"": [2]}]","[{""rank"": 1, ""document"": ""gao-24-107231.pdf"", ""page"": 54, ""distance"": 0.4681602120399475}, {""rank"": 2, ""document"": ""gao-24-107231.pdf"", ""page"": 53, ""distance"": 0.5017412304878235}, {""rank"": 3, ""document"": ""d24105658.pdf"", ""page"": 2, ""distance"": 0.5614218711853027}, {""rank"": 4, ""document"": ""gao-24-107733.pdf"", ""page"": 2, ""distance"": 0.577118992805481}, {""rank"": 5, ""document"": ""gao-16-885t.pdf"", ""page"": 13, ""distance"": 0.6317800283432007}, {""rank"": 6, ""document"": ""d24106576.pdf"", ""page"": 11, ""distance"": 0.6603940725326538}, {""rank"": 7, ""document"": ""d24105658.pdf"", ""page"": 37, ""distance"": 0.6616434454917908}, {""rank"": 8, ""document"": ""gao-24-107231.pdf"", ""page"": 20, ""distance"": 0.6679252982139587}, {""rank"": 9, ""document"": ""gao-24-107231.pdf"", ""page"": 57, ""distance"": 0.668655276298523}, {""rank"": 10, ""document"": ""d24105658.pdf"", ""page"": 17, ""distance"": 0.6708413362503052}]",1.0,1.0,True,True,0.011910200002603233
